WKT,fid,id,ElDate,Election
"MULTIPOLYGON (((23.3103976226793 42.6721684485881,23.3107918316629 42.6719419188143,23.311108421035 42.6721166535188,23.3115678530585 42.6720272899183,23.3117181250667 42.6719909864327,23.3119133321496 42.6719251196295,23.3121070936813 42.6718430606782,23.312362313747 42.6717334924453,23.3128532022223 42.6714569110383,23.3130671535873 42.6713144301343,23.3134303753415 42.6710509796495,23.3139140782527 42.6707844518929,23.3139191124499 42.670253657084,23.313879327325 42.6694817726756,23.3139023959164 42.6691613512779,23.3140561203664 42.6683675030362,23.3139680159253 42.6675620232798,23.3138451245432 42.6663711237371,23.3137214553 42.6663531562778,23.3119610449933 42.6658938855263,23.3115222100313 42.6658666693987,23.3109803191837 42.6658879323907,23.3097500243662 42.665750524858,23.3105172282809 42.6679840321385,23.3107696569179 42.6687188905371,23.3107486653303 42.6687509181718,23.3108803120691 42.6689252084177,23.3108999075301 42.6690869908293,23.3111159149608 42.6693642968188,23.3115002393797 42.6700226941755,23.3116421442719 42.6702657840098,23.3117557182115 42.6704603592894,23.3117092459356 42.670799181744,23.3118195757901 42.6709693890753,23.3118127446166 42.6709738518528,23.311765756154 42.6710045543801,23.3116742301489 42.6710670972778,23.3116144598056 42.6711574250066,23.3115703297465 42.6712833368746,23.3114732021379 42.6713695012679,23.3113459239507 42.6712819933968,23.3113187717825 42.6713212616442,23.3112654765038 42.6713091118904,23.3109143579643 42.6711690012869,23.3105521211065 42.6710682479999,23.3103309677977 42.6712561821499,23.3100995333679 42.670923573795,23.3100307331903 42.6708640193125,23.3098750882397 42.6709261717475,23.3097645346788 42.6707756715717,23.3093623775305 42.670903371109,23.3095268737449 42.6710068764663,23.3092739342524 42.6711709667701,23.3098209908602 42.671469987165,23.3101943494399 42.6715313764322,23.3101291968075 42.6716091365486,23.3101022946565 42.6716412228106,23.3094265562775 42.6718658612387,23.3093728980455 42.6718852500662,23.3093511821559 42.6719166606869,23.309375890362 42.6720981921037,23.3094582495699 42.6723825893387,23.3095424535045 42.6724897369103,23.3095795997751 42.6723966896398,23.309613097929 42.672360253932,23.3096585325176 42.6723338808611,23.3098410472595 42.6722927835623,23.3101846405516 42.6722437798873,23.3102902817687 42.6722155497085,23.3103976226793 42.6721684485881)),((23.3146031427425 42.6753220438232,23.3139228464388 42.674980708878,23.3133415327342 42.6755976283823,23.3152565462324 42.6765562106372,23.3185910296345 42.6782151484032,23.3205203914907 42.6792493517433,23.3212823126983 42.6798268752805,23.3214645068349 42.6787288038125,23.3215438729066 42.6786100071032,23.3199998306756 42.6780917189772,23.3190963627661 42.6776351645423,23.3186384982939 42.677445055541,23.3150537131909 42.6756028976175,23.3146575962096 42.6754306098664,23.3146031427425 42.6753220438232)))","317","234610102",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3116137788882 42.6490988172219,23.3115490155256 42.6488681061652,23.3111532180588 42.6489358365976,23.3111945990413 42.6491410029431,23.3116137788882 42.6490988172219)),((23.3102267315734 42.6501495294386,23.3101592659135 42.6499010338357,23.3098620410529 42.6499331358593,23.3099766871546 42.6502068324197,23.3102267315734 42.6501495294386)),((23.3149362732466 42.6519540543979,23.3149023277031 42.6518047679162,23.3146365669208 42.6518471196556,23.3146859112298 42.6520085058489,23.3148956048026 42.6519754590209,23.3149362732466 42.6519540543979)),((23.3115505595851 42.6523303188421,23.3114951983999 42.652178604933,23.3112670387775 42.6522437583461,23.3113075198094 42.6524054364202,23.3115555232113 42.6523439408974,23.3115505595851 42.6523303188421)),((23.3099015435531 42.6530457555258,23.3098624815847 42.6531756446303,23.3098469615477 42.6533112075361,23.3101134164964 42.6533112158426,23.3101276675039 42.6530814381696,23.3099015435531 42.6530457555258)),((23.2949010398521 42.6605635930632,23.2952904797246 42.6604712541894,23.2952147847478 42.6602974282813,23.2954183172547 42.6602758242354,23.2961544693213 42.6601989640971,23.2961927621881 42.6602814008421,23.29628973912 42.6604901099144,23.296506897166 42.6603922546699,23.2966471002622 42.6603679615907,23.297030365608 42.6601991298436,23.2969893810744 42.6600850865811,23.2969188002525 42.6598109373418,23.2968434463161 42.6598564339678,23.2966514794002 42.6596660430777,23.2966562835275 42.6596505648258,23.2963488726504 42.6599283648823,23.2960981927274 42.6597980643442,23.2960030380373 42.659798926303,23.2958839581182 42.6597620787863,23.2957802921553 42.6597365432497,23.2957239563621 42.6597299739115,23.2956626715959 42.6597243634971,23.2954334334066 42.6594403512625,23.2950037786453 42.6589080371119,23.2951472955712 42.6588541181283,23.2954165865568 42.6587003434122,23.2957025232141 42.6585786069104,23.295655304675 42.6585319395891,23.2957780636111 42.6585132738855,23.2961163944003 42.6583500105992,23.2965128300021 42.6581637833428,23.2965707104795 42.6581393481338,23.2966550110396 42.6584505766439,23.2966555149997 42.6584508207615,23.2966554293101 42.6584504767331,23.2968616732649 42.6584044001295,23.2968048026767 42.6582765867417,23.2967446690787 42.6581461447535,23.2967039701491 42.658062058178,23.2966942022833 42.658041878078,23.2967380761553 42.6579628235349,23.296937905228 42.6579463336086,23.2969331467183 42.6579380741053,23.2970209552225 42.6579094859176,23.2971426464381 42.6579089273876,23.2972058556116 42.6579197973405,23.2972474750019 42.657926352418,23.2973986984136 42.6579381045331,23.29769498141 42.6579509270337,23.2980196746654 42.6579203824891,23.2979719255133 42.6578368911779,23.297946505193 42.6577934540492,23.2979144293027 42.6577388210582,23.2978225108576 42.6575993562895,23.2977277811264 42.6574572802237,23.2975711439603 42.6572481451312,23.2975269939442 42.6572006198536,23.2972042613168 42.6568630290412,23.2975813914798 42.6568473010009,23.2974004903291 42.6565831335124,23.2972232522393 42.656222900038,23.2971499812622 42.6560910434699,23.2971225860238 42.6560417328016,23.2970858659695 42.6559721591539,23.2970353654065 42.655876484112,23.2969707465665 42.6557967565755,23.2969503861235 42.655769032154,23.2969102551332 42.6557110470376,23.2968544071716 42.6555940599444,23.2967980640714 42.6554910761458,23.296734180446 42.6553753757704,23.296651234383 42.6552539052297,23.2965739123545 42.6551352440866,23.2963919187406 42.6548950084964,23.2962615733385 42.6547639255688,23.2958409806614 42.6543056170446,23.2958456667955 42.6542648398378,23.2937077275126 42.6538296023403,23.2927035110319 42.6538421106352,23.2932323159411 42.6551011524938,23.2936598422467 42.655694527597,23.2916825305599 42.6563215189871,23.2925399163997 42.6581684071845,23.2927547131645 42.6586310913899,23.293268751674 42.6594705407379,23.2932975680321 42.6595292995049,23.2933080950732 42.6596866698166,23.2933760430908 42.6599809797495,23.293428396045 42.6602077436266,23.293443167197 42.6603203472271,23.2934567902145 42.6603371085047,23.2934672198749 42.6603499440851,23.2935591491586 42.6604630532249,23.2935607745703 42.66046505617,23.2936202135057 42.6604446059556,23.2940800961577 42.6604402092397,23.2941242530351 42.6604492283425,23.2942648679323 42.6605323575106,23.294360306997 42.6606411470028,23.2944128920869 42.6607051189367,23.2944552534928 42.6607566456017,23.2944618108139 42.6607534040453,23.2946835487502 42.6606438332823,23.2946843893035 42.6606435255565,23.2949010398521 42.6605635930632)),((23.3099015435531 42.6530457555258,23.3099004607114 42.6526035836687,23.3098689180919 42.6524160500571,23.3101052820648 42.6523907442692,23.3105268626092 42.6523145038025,23.3106358898307 42.6522771170406,23.3105181890696 42.6520725272077,23.3101232428062 42.6521599030907,23.3099839438219 42.6517997582922,23.3105570528558 42.6516231671268,23.3106884049065 42.6518854650019,23.311009397043 42.6518142976811,23.3109417692123 42.6517184356256,23.3126299936329 42.651427270522,23.3125639445085 42.6511944458759,23.3107702725598 42.6515585219845,23.3106195205358 42.6513418264754,23.3098910961161 42.6515750475466,23.3094214954325 42.6507157032797,23.3093321638231 42.6502745624535,23.3092703568202 42.6501033617615,23.3089891770015 42.6501565093685,23.3083293332738 42.6502710316343,23.3082770217175 42.6502036316794,23.3082165345462 42.6501324364641,23.3079807731004 42.6494904563908,23.3078993203798 42.6485969113144,23.3089746383419 42.6484461708733,23.3097022357775 42.6483346073656,23.3096054442767 42.6479096683973,23.3118150162423 42.6475037345185,23.3120475620654 42.6476587715359,23.3142144725301 42.6474011548335,23.3143525097885 42.6480066554105,23.3149245489636 42.6479254374507,23.3147653150069 42.6473356619976,23.3147534573615 42.647291766809,23.3145661703088 42.6465852550179,23.3142883511264 42.6455565119831,23.3141926152685 42.6452019948106,23.3140578263986 42.644817715925,23.3138879687747 42.644521167544,23.3134835517485 42.6438150815631,23.3128091090017 42.6427606388336,23.3127004327018 42.642513265437,23.3124693622816 42.6418187099971,23.3120188969618 42.6419537593315,23.3117027449935 42.6420772727906,23.308454399164 42.6433978143157,23.3081986543472 42.6435017788728,23.3080744444497 42.6435522732468,23.3079245944905 42.6436131825346,23.3077075580809 42.6437014071579,23.3073152990082 42.6438608598711,23.3056669061825 42.6445291458394,23.3047088717369 42.6449175216769,23.3047228983641 42.6449595142394,23.3047159175743 42.6455875179394,23.3037419788038 42.6460306235761,23.3033179189873 42.6454813897239,23.3032477632909 42.6455098258121,23.301904697683 42.6460668878515,23.2986414122457 42.6473883837865,23.2999146043239 42.6491152764686,23.2994239956139 42.6536133172019,23.2972909749428 42.6536002848969,23.2967833157914 42.6542687370847,23.2968554991669 42.6542043390834,23.297117010956 42.6540031044321,23.2971781176118 42.6539538392072,23.2972607417382 42.6539741687282,23.2973648240622 42.653999774885,23.2975005981583 42.6540925254146,23.297530453754 42.6541104715776,23.2975782604674 42.6541849941833,23.2975900859348 42.6542644003154,23.29767064302 42.6543795656512,23.2978650792796 42.6544533418836,23.2979700417276 42.6544764701394,23.2978932763567 42.6546185176241,23.2981572386654 42.6548705118492,23.2982603426052 42.6550185851491,23.298135009406 42.6550889590411,23.2981355274096 42.6550891306735,23.298534862679 42.6555941486054,23.2985014748891 42.6556458295147,23.298293274946 42.6557441586664,23.2982128511084 42.655976354758,23.2982604143976 42.6560415787905,23.2982764413882 42.6562411919944,23.2982900776958 42.6564110404858,23.2982975270326 42.6565038434636,23.2984560240112 42.656653044478,23.2984678045498 42.6566456074151,23.2989429019659 42.6563246819988,23.2991929339663 42.6566138692249,23.2994051522299 42.6565383100932,23.2994673922958 42.6565154163555,23.2995066250844 42.656481678482,23.2995700524174 42.656469379476,23.2994705349331 42.6560901202511,23.2998911499497 42.6560295516147,23.2999928265046 42.6560802439866,23.3004478914221 42.6558679054121,23.300513374121 42.6558402015324,23.3002251405443 42.6555388183171,23.3001303252577 42.6554160777015,23.300107922258 42.6553915661611,23.3000894101178 42.6552968666831,23.3000729398419 42.655256708834,23.3000792647697 42.6551776972885,23.3005703423982 42.6550832869323,23.3005673972996 42.6549931103539,23.3006677224927 42.6549768815021,23.300853880248 42.6549907419198,23.3008901401067 42.6550080533134,23.3010613947809 42.6549746624921,23.3013410167749 42.6548436583648,23.3015134846071 42.6548301654886,23.3014629768906 42.6547840316962,23.3016188574928 42.6547887452898,23.3022484342326 42.6546745255875,23.3026094767207 42.6546090219905,23.3029525730158 42.6545888500056,23.3033170404108 42.6545674298939,23.3032170243214 42.6549311323945,23.303196456075 42.6551631926987,23.303208300007 42.6553788090612,23.3032113993475 42.6554352702798,23.3033763132104 42.6559603492724,23.303338515276 42.6561259591427,23.3032022368751 42.6562578087698,23.3031112598936 42.6563567653133,23.3030436538853 42.656344984895,23.3029628392329 42.6563545476432,23.3029622293888 42.6563673785619,23.3027900389834 42.6563683335803,23.3027462656355 42.6563737889899,23.3027425884026 42.656374250008,23.3025221256714 42.6564017372306,23.3023814283762 42.6564192730736,23.3023835339173 42.6564093619049,23.302332842519 42.6564144683915,23.3022309730294 42.6565215629955,23.3017029033791 42.6564855075543,23.3016992668106 42.6565831590105,23.3017287136576 42.6566297427577,23.3019282077895 42.6567251152432,23.3020703558393 42.6569361720644,23.302088882896 42.6570170657489,23.3022356950956 42.6571903434394,23.3023270559669 42.6571799749782,23.3025626972376 42.6571581191642,23.3027714820648 42.657169231334,23.3030061687918 42.6571942496184,23.3035916524747 42.6572576600873,23.3038082657829 42.6572966667478,23.3039980541199 42.6572897336974,23.3040138912033 42.6572938830131,23.3040108047438 42.6573129331791,23.3039930554593 42.657337448709,23.3039561714221 42.6573884068919,23.3039154228021 42.6575169112195,23.3039152460898 42.6575226267042,23.303914678218 42.6575418698904,23.3039001517714 42.6580269610033,23.3037120025835 42.6588536757262,23.3036879823814 42.6589592477138,23.3036122031202 42.6592921660783,23.3036204926923 42.659425770857,23.3036229140642 42.6594495298276,23.3036337169708 42.6595557965876,23.30373342925 42.6598139833495,23.3037969355863 42.6603252556183,23.3038166338716 42.6604838632512,23.3038078752077 42.6606134307929,23.3036467610852 42.6611800849386,23.3034358160595 42.6619219515956,23.3033112959051 42.6623598867016,23.3030905138295 42.663139315754,23.3030897320466 42.6631403808831,23.3035247943941 42.6625914373695,23.3048138230743 42.6609651899545,23.3051863408031 42.6604777207969,23.3061399060303 42.6592298498837,23.3063312197109 42.6589794918283,23.3063955028963 42.6588953676863,23.3064508775749 42.6588365679949,23.3066859030461 42.6585870200531,23.3066936853953 42.6585787579426,23.3072393782297 42.6581699046869,23.3073660094241 42.6580930437279,23.3073879139645 42.6580797476236,23.3076419218654 42.657925552264,23.3082535434706 42.6576412262231,23.3082794179776 42.6576291943749,23.3087610900071 42.6574775718732,23.3089296836188 42.657424503109,23.3091093096179 42.6573852169309,23.3091171416292 42.6573835031251,23.3094617747102 42.6573081265467,23.3099692096663 42.6572399425294,23.3104935407988 42.6572023928345,23.3105070935048 42.657202831726,23.3105080568184 42.6572028591923,23.3105453500962 42.6572040583341,23.3109793656422 42.6572180296373,23.3110853425977 42.6572375355305,23.3120536315254 42.6574157745895,23.3120841886325 42.6573564880983,23.3124251261027 42.6566949810128,23.311811142749 42.6566512795034,23.3117682663263 42.656398464264,23.3118205314309 42.6560681081403,23.3118124637691 42.6557700926702,23.3128870724832 42.6556748367804,23.3128300828331 42.6554047671874,23.3118145794555 42.6555014130771,23.3117463148203 42.655120555991,23.3125781721083 42.6548946749521,23.312482832028 42.654754941329,23.31162574431 42.6549662364724,23.3116243355696 42.6549663981471,23.3115963411616 42.654271274704,23.3111933004171 42.6542920384722,23.3109505782803 42.6542765284857,23.3108590342312 42.6537894903556,23.3106676842689 42.6537929098516,23.310633797944 42.6537909832538,23.3102661371165 42.653781277687,23.3100484938388 42.6537781422121,23.3100323645747 42.6536485032966,23.3096547905017 42.653627538743,23.3097319439563 42.6534920380572,23.3092442860529 42.6534988742037,23.3092611398057 42.6530786774754,23.3099015435531 42.6530457555258),(23.3085569430651 42.6548419395505,23.3084355636065 42.6548508464368,23.3084266033596 42.6547697050818,23.3084379608255 42.6546252732207,23.30874809027 42.6546040109727,23.3087792223168 42.6548288751509,23.3085569430651 42.6548419395505)))","318","234610103",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3748632416176 42.6651120128075,23.3755014168207 42.6655878055963,23.3745733155143 42.6662124415525,23.3733244701032 42.6652307695633,23.3725015612902 42.6658035531674,23.3714467582547 42.6665463121148,23.3703366837564 42.6673009577499,23.3687652157058 42.6684354592836,23.3688053727265 42.6684734086224,23.3689170414968 42.6686327577447,23.3690180053788 42.6688440053272,23.3690001955983 42.6690370395539,23.3689913886611 42.6691247780504,23.3690126893299 42.6693706904689,23.3690661361048 42.6695758215165,23.3691914784483 42.6697286711742,23.3695293588044 42.6700407100947,23.369780523492 42.6702995975456,23.3706226406951 42.6709421281173,23.3738589765031 42.6732598379011,23.3740000939037 42.6734244744202,23.3757529267905 42.674709662692,23.3760124370361 42.6751254213891,23.3807914505425 42.6742259692887,23.3815330106993 42.6741013543564,23.3828227701868 42.6738611799847,23.3823905487595 42.6727077968735,23.3821851798373 42.672774359259,23.3817267639708 42.6728193029783,23.3814239085755 42.6727895761526,23.3816298902396 42.6723748132235,23.38195390088 42.6717434264086,23.3824704161787 42.670925485306,23.3836699387912 42.6695875003705,23.3852545514883 42.6678607451452,23.386013970133 42.6671066099719,23.385047433947 42.6663041578009,23.3848558672324 42.6663969329537,23.3846779756963 42.6661771209059,23.3837127814776 42.665241778107,23.3833650803936 42.6647334880023,23.3830706823986 42.6648396966892,23.3829267032974 42.66478549666,23.3829041779249 42.6648419409552,23.3826555627174 42.6650164275064,23.3824517181199 42.6651527830329,23.3822456274688 42.6652963289996,23.3820275520285 42.665447801887,23.3817386794266 42.6656412365508,23.3813697304181 42.6656589970452,23.3810955262033 42.6658214254684,23.3807650361963 42.6660239039966,23.3805795476867 42.6661304730827,23.3803798729275 42.6659689846597,23.3799064108895 42.6656211836861,23.3798930726229 42.6656104185627,23.3793721341921 42.6651898092906,23.3795761261668 42.6651731802807,23.3799919918854 42.6650946789605,23.3809997894638 42.6643905792029,23.381030473434 42.6643720549895,23.3805868987582 42.6640096440174,23.3791452580046 42.6649783114639,23.3788674761141 42.6648295931898,23.3770011329279 42.6660925093375,23.3753186990954 42.6648153406675,23.3748632416176 42.6651120128075),(23.3715993954367 42.6706279720227,23.3725242918051 42.6699849279648,23.3732220444763 42.6705833048664,23.3722751793354 42.6712321057389,23.3715993954367 42.6706279720227)))","319","234615001",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3837237621789 42.6642254100054,23.383946428234 42.6640689393445,23.383948977891 42.6640722019979,23.3839501401815 42.6640641989372,23.3838268761892 42.6639008411914,23.3836466073895 42.6640290705289,23.3835973471225 42.6640646590558,23.3837237621789 42.6642254100054)),((23.3807009949238 42.6655671329947,23.3810801592575 42.6653301462992,23.3814759808654 42.6656538839811,23.3817386794266 42.6656412365508,23.3820275520285 42.665447801887,23.3822456274688 42.6652963289996,23.3824517181199 42.6651527830329,23.3826555627174 42.6650164275064,23.3829041779249 42.6648419409552,23.3828356509292 42.6647926574361,23.3827339717809 42.6647134835906,23.3826683968779 42.6646624258544,23.3827110198036 42.6646235808702,23.3820115063178 42.6640598636566,23.3820053401869 42.6640549684914,23.3817365657114 42.6638392603963,23.381030473434 42.6643720549895,23.3809997894638 42.6643905792029,23.3799919918854 42.6650946789605,23.3795761261668 42.6651731802807,23.3793721341921 42.6651898092906,23.3798930726229 42.6656104185627,23.3799064108895 42.6656211836861,23.3803798729275 42.6659689846597,23.3805795476867 42.6661304730827,23.3807650361963 42.6660239039966,23.3809604393691 42.6659041897637,23.3807009949238 42.6655671329947)))","320","234615002",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3836466073895 42.6640290705289,23.3838268761892 42.6639008411914,23.3839501401815 42.6640641989372,23.383948977891 42.6640722019979,23.3840989685942 42.6642635473442,23.3843643252146 42.6641319989077,23.3837994631509 42.6633848900299,23.3837824055978 42.6633913290627,23.3837559468488 42.6633353657527,23.3832115271494 42.6626295520576,23.383090793476 42.6626732931596,23.382478753289 42.6618941369684,23.3821979593496 42.6616768937583,23.3821173880588 42.6616816715837,23.3812193543316 42.662329347458,23.3821547058092 42.6630530012098,23.3814214338588 42.6635863308531,23.381317201958 42.6635026692859,23.3805868987582 42.6640096440174,23.381030473434 42.6643720549895,23.3817365657114 42.6638392603963,23.3820053401869 42.6640549684914,23.3820115063178 42.6640598636566,23.3827110198036 42.6646235808702,23.3826683968779 42.6646624258544,23.3827339717809 42.6647134835906,23.3828356509292 42.6647926574361,23.3829041779249 42.6648419409552,23.3829267032974 42.66478549666,23.3837237621789 42.6642254100054,23.3835973471225 42.6640646590558,23.3836466073895 42.6640290705289)),((23.3814759808654 42.6656538839811,23.3810801592575 42.6653301462992,23.3807009949238 42.6655671329947,23.3809604393691 42.6659041897637,23.3810955262033 42.6658214254684,23.3813697304181 42.6656589970452,23.3814759808654 42.6656538839811)))","321","234615003",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.415402068255 42.6363106932437,23.4148756498742 42.6362796188818,23.4150982699758 42.6374849048095,23.4156374009846 42.637280619671,23.415402068255 42.6363106932437)),((23.4129584910532 42.637977485256,23.4128723994657 42.6378685988056,23.4124769974346 42.6380097174172,23.412588201986 42.6381488884011,23.4129584910532 42.637977485256)),((23.3725015612902 42.6658035531674,23.3733244701032 42.6652307695633,23.3745733155143 42.6662124415525,23.3755014168207 42.6655878055963,23.3748632416176 42.6651120128075,23.3753186990954 42.6648153406675,23.3770011329279 42.6660925093375,23.3788674761141 42.6648295931898,23.3788886213911 42.6648152877102,23.3765109537138 42.6629640093101,23.3741890593867 42.6646289560836,23.3731636148113 42.6638497918318,23.3723211743185 42.6643724999096,23.3716681866288 42.6647714672139,23.3716662316737 42.6647711602988,23.3708376725179 42.6648167625281,23.370884728607 42.6643965954307,23.3703393210103 42.6644645498329,23.3702705001847 42.6644731226467,23.3697928961896 42.6645983399548,23.3696409773386 42.6646347877761,23.369279059476 42.6647393259121,23.3694509733003 42.6648681059072,23.3695603122879 42.6650751591087,23.3696155880088 42.6650569879877,23.3699413017213 42.6649424444505,23.3701889604088 42.6649910868068,23.3702087118364 42.664991193053,23.3701731742828 42.665103884899,23.3701724386936 42.6651772479186,23.3701830526819 42.6652620155116,23.3702124954303 42.6653778513878,23.3702460371269 42.6654626585178,23.3703181190191 42.6655119344754,23.370764400354 42.6656013360442,23.3706896250465 42.6664620672971,23.3711092332159 42.6667757750056,23.3714467582547 42.6665463121148,23.3725015612902 42.6658035531674)),((23.3732220444763 42.6705833048664,23.3725242918051 42.6699849279648,23.3715993954367 42.6706279720227,23.3722751793354 42.6712321057389,23.3732220444763 42.6705833048664)))","322","234615004",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3708376713001 42.6648167624894,23.3716662328915 42.6647711603374,23.3716681817576 42.6647714670594,23.3723211791897 42.6643725000641,23.3731636099401 42.6638497916774,23.3727198606312 42.6634798542929,23.3725925420374 42.6633467296544,23.3724398327333 42.6634344968389,23.3716868314255 42.6628231987513,23.3716760546277 42.6628832990055,23.3716466839462 42.6629051947753,23.3716133441787 42.6629213973985,23.3713313858569 42.6630408200751,23.371099542588 42.6631300948689,23.3710119794993 42.6632254920435,23.3708847261714 42.6643965953534,23.3708376713001 42.6648167624894)),((23.3701731742828 42.665103884899,23.3702087069652 42.6649911928984,23.3701889591386 42.6649910876669,23.3699412968501 42.6649424442959,23.3696155917146 42.6650569872049,23.3695603110701 42.6650751590701,23.3696296948422 42.6651930702519,23.3696510413243 42.665376963672,23.3696456814619 42.6654488536302,23.3696307586688 42.6654906319527,23.36954105244 42.6655475798342,23.3695501237991 42.6655681819231,23.3694445791437 42.6655936042792,23.3693178756355 42.6655920215593,23.3691895198688 42.6656272311541,23.3688855808106 42.6656672611628,23.368805344043 42.6656856427021,23.3686341147789 42.6657560583834,23.3685616057542 42.6657736027505,23.3684015432498 42.6657860771211,23.3682394158912 42.6658432695455,23.3681753280925 42.6659072946884,23.3681670596248 42.6659963585402,23.368180818746 42.6661278243039,23.3682274054969 42.666247023214,23.3683055207318 42.6663645037438,23.3685101571799 42.6665177949923,23.3685567909436 42.6666116891613,23.3685565951364 42.6667373211318,23.3686346957047 42.6668468674352,23.3686966917055 42.6668933733374,23.3687835078188 42.666934819748,23.3688974791119 42.6669691170344,23.3689603258962 42.6670201230487,23.3689967833997 42.6670709802701,23.3690168336265 42.6671763031308,23.3691098345464 42.6673794499181,23.3695447050459 42.6677113588603,23.368651107509 42.6683589416677,23.3687652132701 42.6684354592062,23.3703366849742 42.6673009577886,23.3711092271267 42.6667757748125,23.3706896201751 42.6664620671425,23.3707643954828 42.6656013358896,23.3703181226726 42.6655119345913,23.3702460407803 42.6654626586337,23.3702124966481 42.6653778514264,23.3701830478107 42.665262015357,23.3701724350402 42.6651772478027,23.3701731742828 42.665103884899)))","323","234615005",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3727198569779 42.6634798541771,23.3731636148113 42.6638497918318,23.3741890593867 42.6646289560836,23.3765109537138 42.6629640093101,23.3765813543025 42.6629132443434,23.3751191699893 42.6618313492562,23.3748953395095 42.6616465458785,23.3748460700368 42.6616894975104,23.3745701987356 42.6618775634001,23.3743989649284 42.6619124961116,23.3743049650227 42.6618354202363,23.3742391648634 42.6616738112758,23.3745466622321 42.6614585429649,23.3746044474491 42.6614231789848,23.3743521822002 42.6612303628918,23.3742703812947 42.6611677245524,23.3740846636666 42.6610254933909,23.3740828769094 42.6610267216514,23.3734106274051 42.6614723488499,23.3733305713968 42.661415460271,23.37333015469 42.6614162268192,23.3724417556509 42.662042473691,23.3721334944655 42.6622597676791,23.3717106367203 42.6625627429334,23.3716868277722 42.6628231986354,23.3724398278622 42.6634344966844,23.3725925408196 42.6633467296157,23.3727198569779 42.6634798541771)))","324","234615006",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3746706966124 42.6614738214824,23.3746044474491 42.6614231789848,23.3745466622321 42.6614585429649,23.3742391648634 42.6616738112758,23.3743049650227 42.6618354202363,23.3743989649284 42.6619124961116,23.3745701987356 42.6618775634001,23.3748460700368 42.6616894975104,23.3748953395095 42.6616465458785,23.3748787835534 42.6616328833303,23.3746706966124 42.6614738214824)),((23.37333015469 42.6614162268192,23.3733305713968 42.661415460271,23.3734106274051 42.6614723488499,23.3740828769094 42.6610267216514,23.3740846636666 42.6610254933909,23.3739587464731 42.6609290759147,23.3740204628198 42.660883239857,23.3737342520696 42.6606648030344,23.3741207271432 42.660389034525,23.374400783795 42.6606007734654,23.3744257583862 42.6605822267557,23.3745744040875 42.660695897383,23.374898107802 42.6604807481634,23.3748121183296 42.6604096297504,23.3744372137342 42.6601260682977,23.3742698775409 42.6599883844841,23.3735162409197 42.6605744367353,23.3734351838592 42.6605222310639,23.3722142359252 42.6613053353323,23.3717624454002 42.6616085927181,23.3709583239445 42.6617995567816,23.3709645406676 42.662129723962,23.3709820265626 42.663057442305,23.3713313882924 42.6630408201524,23.3716133405254 42.6629213972826,23.3716466802929 42.6629051946595,23.3716760521921 42.6628832989282,23.3716868277722 42.6628231986354,23.3717106367203 42.6625627429334,23.3721334944655 42.6622597676791,23.3724417556509 42.662042473691,23.37333015469 42.6614162268192)))","325","234615007",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3758549453324 42.6613229873407,23.3770349569156 42.660507674976,23.377193369118 42.6606331668992,23.3778926856462 42.6601630112651,23.3782820179226 42.659901250189,23.377461801114 42.6592608370105,23.3773844635585 42.6593270158976,23.377288366724 42.659369289881,23.3767557208832 42.6589641831526,23.3769289176867 42.6588447664226,23.3767740521811 42.6587238426119,23.3765980308469 42.6588434136623,23.3765596544484 42.6588137577202,23.3764717385143 42.658877417443,23.376338656263 42.658930549613,23.3759791082902 42.6586339409773,23.3756474592808 42.6586126954873,23.3755634466454 42.658577465937,23.3752396236684 42.6583160980743,23.3750979809227 42.6582387333919,23.3750109017259 42.6582215289066,23.3749081943398 42.6582225676662,23.3746950399365 42.6582638287792,23.374829016704 42.6583799641822,23.3748261814227 42.6583804704135,23.3738927764048 42.6585371390829,23.3736118936333 42.65870718783,23.3745061195131 42.6594784755302,23.3745708086212 42.6594355678681,23.3746019274242 42.6594594065163,23.3749815039782 42.6597454403346,23.3744372137342 42.6601260682977,23.3748121183296 42.6604096297504,23.374898107802 42.6604807481634,23.3745744040875 42.660695897383,23.3744257583862 42.6605822267557,23.3739587464731 42.6609290759147,23.3742703812947 42.6611677245524,23.3746706966124 42.6614738214824,23.3748787835534 42.6616328833303,23.3751191699893 42.6618313492562,23.3758549453324 42.6613229873407)),((23.370968407682 42.6623349490784,23.3701614260507 42.6622955576381,23.3701528478429 42.6632004402416,23.370939587545 42.663206900875,23.3709820265626 42.663057442305,23.370968407682 42.6623349490784)))","326","234615008",2023/04/02,Парламентарни избори в България (април 2023)
