WKT,fid,id,ElDate,Election
"MULTIPOLYGON (((23.3111441721225 42.6887099939599,23.311572526409 42.6883767561568,23.3117723490907 42.6885245007886,23.3118852027141 42.6884285761471,23.3116918032138 42.6882978133823,23.3114605783023 42.6881220645634,23.3112304486549 42.6879586474446,23.3110281056885 42.6878149696659,23.3110407910113 42.6878055040041,23.3113058934805 42.6876075827023,23.3104115606773 42.6870022467666,23.3101283485388 42.6872218929976,23.3104442291239 42.68744956782,23.3103487886571 42.6875168345331,23.3101480099855 42.6873770305871,23.3099616709142 42.687527464352,23.3101135530609 42.6876212608343,23.3099884046425 42.6877151393713,23.3098640176873 42.687818279597,23.3096027897965 42.6876298322715,23.3094243651061 42.687768277655,23.3101238900689 42.6882532380625,23.3102674069419 42.6883527287924,23.3104973592455 42.6885121371164,23.3107428858502 42.6886775703712,23.3107730571871 42.6886978958725,23.3109834191499 42.6888472297475,23.3111441721225 42.6887099939599)),((23.3101515875775 42.6885744121914,23.3101008149006 42.6885397430159,23.3095964549583 42.6889422792159,23.3106335673042 42.6896444939609,23.3108640667878 42.6894400759993,23.3107724647853 42.6893784926947,23.3109748054477 42.689226778294,23.3108881929339 42.6891611204828,23.3109307376801 42.6891252265677,23.3108148852747 42.6890551195245,23.3107286562573 42.6889656762331,23.3106011368274 42.6888868261178,23.3105061321333 42.6888188741331,23.3104327426864 42.6887663733129,23.3101515875775 42.6885744121914)),((23.3087342677409 42.6896285539431,23.3090886788544 42.6893515558928,23.3093303815436 42.6895076522349,23.3096894647836 42.6892094526152,23.3094564376355 42.6890538116099,23.3095556200256 42.688974314629,23.3094348020425 42.6888920174708,23.3093245871141 42.6888154422106,23.3091705702654 42.6889397378244,23.3090828088282 42.6890082668731,23.3092946123114 42.689158514744,23.3090810957408 42.6893252048487,23.3088681914285 42.689189714728,23.3085785430955 42.6893907990202,23.3084987878709 42.6894899206436,23.3087342677409 42.6896285539431)),((23.3097568423974 42.6897997524214,23.3099230852147 42.6896690532682,23.3102569450883 42.689904068859,23.310381647903 42.6898035090933,23.3098842390052 42.6894560669954,23.3093778571407 42.6898644705885,23.3091358639858 42.690069557316,23.3093164862367 42.690159564063,23.3095395439188 42.6902749129088,23.3097218871313 42.6900789516612,23.3099409947386 42.6899123038739,23.3097568423974 42.6897997524214)))","11","234602011",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3101066760051 42.6868435041818,23.3097908345382 42.6867135219522,23.3077526644935 42.686168378102,23.3072773745391 42.6860411648631,23.3071026053745 42.686429356764,23.3067942243733 42.6871536294222,23.3067981418533 42.6871547040304,23.3072870949291 42.6872889801515,23.3071530110461 42.687600746225,23.3072801122301 42.6876350679036,23.3074537437435 42.6876812839592,23.3076261042176 42.6877202896929,23.3077439659715 42.6874667590213,23.3080538119177 42.6876106717639,23.3081779894067 42.6876469266958,23.3086058706045 42.6879175536795,23.3091047347265 42.6875049292093,23.3094243651061 42.687768277655,23.3096027897965 42.6876298322715,23.3101283485388 42.6872218929976,23.3104115606773 42.6870022467666,23.3101066760051 42.6868435041818)))","12","234602012",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3081779894067 42.6876469266958,23.3080538119177 42.6876106717639,23.3077439659715 42.6874667590213,23.3076261042176 42.6877202896929,23.3074537437435 42.6876812839592,23.3072801122301 42.6876350679036,23.3071530110461 42.687600746225,23.307151571464 42.6876038430672,23.3062182136794 42.6873531431935,23.3061423120836 42.6875432034388,23.3061420437022 42.6875439006902,23.3061465254027 42.6875448872927,23.3060790812135 42.6877041566012,23.3058225986798 42.6883098171828,23.3056916481422 42.688604422769,23.3054377985996 42.6886345652068,23.3052439431513 42.6886419647895,23.3055063585569 42.6890693820807,23.3055023716318 42.689078977691,23.3056474239696 42.6892560955209,23.3057102753074 42.6892902329428,23.3057302426598 42.6893010803009,23.3057757686041 42.6892256748694,23.3058752109904 42.6891212500841,23.3060238720081 42.6891084173826,23.3061588698242 42.6891511953201,23.3060650173841 42.6892702532792,23.3059928520911 42.6893363680559,23.3059589653027 42.6894168333569,23.3061559112266 42.6895322738466,23.3062671800836 42.6895927067951,23.3068373574982 42.6898146969328,23.3068900335181 42.6897747835845,23.3065961053465 42.6896264897211,23.3067205834133 42.6895095843692,23.3070251731194 42.6896681589904,23.3074613836785 42.6893230466895,23.3075520134889 42.689253195156,23.3077843777314 42.6890612926631,23.3079826930086 42.6888993115016,23.3081978967021 42.6887235414881,23.3087202125601 42.6883198324433,23.3087211049516 42.6883191292105,23.309203401315 42.6879407154683,23.3094243651061 42.687768277655,23.3091047347265 42.6875049292093,23.3086058706045 42.6879175536795,23.3081779894067 42.6876469266958)))","13","234602013",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3055934885931 42.6856085778416,23.3054110515871 42.6855630353152,23.3052739832807 42.6858862604188,23.3054438675479 42.6859308962137,23.3055934885931 42.6856085778416)),((23.3053274257928 42.6882456141281,23.3054838599186 42.6882359405931,23.3058225986798 42.6883098171828,23.3060790812135 42.6877041566012,23.3061465254027 42.6875448872927,23.3061420437022 42.6875439006902,23.3061423120836 42.6875432034388,23.3062182136794 42.6873531431935,23.307151571464 42.6876038430672,23.3071530110461 42.687600746225,23.3072870949291 42.6872889801515,23.3067981418533 42.6871547040304,23.3067942243733 42.6871536294222,23.3071026053745 42.686429356764,23.3072773745391 42.6860411648631,23.3068561351772 42.6859365967457,23.3058494128664 42.6856787072439,23.3057606108957 42.6859020303402,23.3057227486152 42.6859966656624,23.3057114261811 42.686024950909,23.3056077308538 42.6862909547301,23.3054042022894 42.686813074281,23.305396337172 42.6868332765662,23.3053923251157 42.6868435655767,23.3052871204843 42.6871208231121,23.3051677547742 42.6871445722321,23.3051435124841 42.6872194664819,23.3048128242944 42.6871397351144,23.304848729321 42.6870601826141,23.3048438074168 42.6870588819057,23.3046891940598 42.6870196889607,23.3046086773477 42.687195827374,23.3046242463286 42.6872095347839,23.3047355429596 42.6872939794216,23.3047381557248 42.6872953622101,23.3047364843081 42.6872967083468,23.3048227667346 42.6874006561789,23.3049171247276 42.6874211685095,23.3048476269035 42.6876043359309,23.3049881651493 42.6876307492602,23.3050442085573 42.6877323254077,23.3049039197916 42.6881080179076,23.3049051335197 42.6881099416634,23.3050174207507 42.6882776073948,23.3050513091389 42.6883282198527,23.3051202675832 42.6883021907794,23.3053274257928 42.6882456141281)))","14","234602014",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3040106746117 42.6852036589075,23.3039300691395 42.6854401869197,23.3037791494994 42.6857693582147,23.3033380093489 42.6856553641434,23.3035755496329 42.6860179190259,23.3044805744186 42.6874427381547,23.3048368293201 42.6880026002665,23.3049039197916 42.6881080179076,23.3050442085573 42.6877323254077,23.3049881651493 42.6876307492602,23.3048476269035 42.6876043359309,23.3049171247276 42.6874211685095,23.3048227667346 42.6874006561789,23.3047364843081 42.6872967083468,23.3047381557248 42.6872953622101,23.3047355429596 42.6872939794216,23.3046242463286 42.6872095347839,23.3046086773477 42.687195827374,23.3046891940598 42.6870196889607,23.3048438074168 42.6870588819057,23.304848729321 42.6870601826141,23.3048128242944 42.6871397351144,23.3051435124841 42.6872194664819,23.3051677547742 42.6871445722321,23.3052871204843 42.6871208231121,23.3053923251157 42.6868435655767,23.305396337172 42.6868332765662,23.3054042022894 42.686813074281,23.3056077308538 42.6862909547301,23.3057114261811 42.686024950909,23.3057227486152 42.6859966656624,23.3057606108957 42.6859020303402,23.3058494128664 42.6856787072439,23.3055934885931 42.6856085778416,23.3054438675479 42.6859308962137,23.3052739832807 42.6858862604188,23.3054110515871 42.6855630353152,23.3042596298095 42.6852286040259,23.3040106746117 42.6852036589075)))","15","234602015",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.303802221752 42.68519258444,23.3036851230398 42.6851621252259,23.3012935777165 42.6844680785818,23.3011612600556 42.6853756938889,23.3011423177461 42.6854455570136,23.302283148335 42.686056632162,23.3021177435958 42.6862406053652,23.3019433039903 42.6861589997779,23.3019479342994 42.6861540090551,23.3010737191081 42.6856985146103,23.3010624086385 42.6857402455256,23.3009763709137 42.6859456334695,23.3008927748207 42.6860914691515,23.3011539876727 42.686212646693,23.3017113947461 42.6864084094874,23.3023792440139 42.6867589069345,23.3026321368045 42.6865104838548,23.3029470786181 42.6866745812157,23.3026667571858 42.6869687324249,23.3031445047564 42.6872191288079,23.3031721128821 42.6871825101607,23.3037451751115 42.6874814971849,23.3037412472188 42.6874855733555,23.3041770695134 42.6877055149989,23.3041419821549 42.6877500138963,23.3042866962149 42.6878224737846,23.304573599807 42.6880835511061,23.3048368293201 42.6880026002665,23.3044805744186 42.6874427381547,23.3035755496329 42.6860179190259,23.3033380093489 42.6856553641434,23.3037791494994 42.6857693582147,23.3039300691395 42.6854401869197,23.3040106746117 42.6852036589075,23.303802221752 42.68519258444)))","16","234602016",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3061588698242 42.6891511953201,23.3060238720081 42.6891084173826,23.3058752109904 42.6891212500841,23.3057757686041 42.6892256748694,23.3057302426598 42.6893010803009,23.3059173583446 42.6894027075456,23.3061559112266 42.6895322738466,23.3059589653027 42.6894168333569,23.3059928520911 42.6893363680559,23.3060650173841 42.6892702532792,23.3061588698242 42.6891511953201)),((23.3026759432275 42.6885335836145,23.3029934329883 42.6881967650959,23.305226889231 42.6893425002539,23.3052307033551 42.6893388813659,23.3055015580732 42.6890809431118,23.3055023716318 42.689078977691,23.3055063585569 42.6890693820807,23.3052439431513 42.6886419647895,23.3054377985996 42.6886345652068,23.3056916481422 42.688604422769,23.3058225986798 42.6883098171828,23.3054838599186 42.6882359405931,23.3053274257928 42.6882456141281,23.3051202675832 42.6883021907794,23.3050513091389 42.6883282198527,23.3050174207507 42.6882776073948,23.3049051335197 42.6881099416634,23.3049039197916 42.6881080179076,23.3048368293201 42.6880026002665,23.304573599807 42.6880835511061,23.3042866962149 42.6878224737846,23.3041419821549 42.6877500138963,23.3041770695134 42.6877055149989,23.3037412472188 42.6874855733555,23.3037451751115 42.6874814971849,23.3031721128821 42.6871825101607,23.3031445047564 42.6872191288079,23.3026667571858 42.6869687324249,23.3029470786181 42.6866745812157,23.3026321368045 42.6865104838548,23.3023792440139 42.6867589069345,23.302235244313 42.686979033768,23.3021602790072 42.6870338095495,23.3024562310869 42.6871832795738,23.3022132503143 42.6874454638991,23.3019882922387 42.6876811128289,23.3016538498359 42.6880066881363,23.3013150595793 42.6878403187109,23.3007595874887 42.6884310718266,23.3001994805833 42.6881581108177,23.2989753369153 42.6894602298655,23.3008242110592 42.6904060050111,23.3009555004879 42.6903233949272,23.301922756458 42.689284631879,23.3021666493435 42.6890702217416,23.3026759432275 42.6885335836145)))","17","234602017",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3002859756641 42.6860395464643,23.3000893940945 42.6859393488652,23.3000547933948 42.6859767778539,23.2998516935611 42.6861964964104,23.2997149711223 42.6861265269547,23.2991775614315 42.6858514922563,23.2992289172862 42.6857956619818,23.298894856575 42.6856216490395,23.2990760834959 42.685414354223,23.2991158854379 42.6853682086094,23.2994841434776 42.6849412909799,23.2995192469131 42.6849005937436,23.2995464549469 42.6848707854004,23.3000734874067 42.6842933065785,23.2991781925201 42.6840713671959,23.2988313981775 42.6845345200717,23.2980780869014 42.6841486506179,23.2979732999703 42.6842596757124,23.2971233236182 42.6851602625041,23.2977642923995 42.6854955912065,23.2979969986748 42.6852401439334,23.2982197070271 42.6853625509282,23.2979800953134 42.6856084829903,23.2998656314803 42.6865948498529,23.3000549281303 42.6863711642357,23.3002473390106 42.6861159558815,23.3002859756641 42.6860395464643)))","18","234602018",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.3002211263199 42.6797966053347,23.3003045816258 42.6796268569801,23.3004462147202 42.6796583769098,23.3004971277848 42.6795554926656,23.3005341763694 42.6794972073233,23.3005979121794 42.6793691824017,23.3006412628536 42.6792232311116,23.3002607074242 42.6791596030503,23.3000756156522 42.6791193596559,23.3000001751016 42.6792179270833,23.2998792283149 42.6793515717892,23.2998181934802 42.6794327383061,23.2997427363883 42.6795286128069,23.2998230168721 42.6795547669666,23.2997602279111 42.6796998307374,23.2999141089722 42.6797346036027,23.3002211263199 42.6797966053347)),((23.2988313933052 42.6845345199141,23.2991781949562 42.6840713672747,23.299557559904 42.6841654059785,23.2996368980611 42.6840682823079,23.2997700804112 42.6838334518237,23.299793735725 42.6838407233436,23.2999464039717 42.6835742335147,23.3004214615565 42.6836897931755,23.3001373801716 42.6841888344915,23.3003216353606 42.6842331593433,23.300275054938 42.6843252211314,23.3005410492325 42.6843673235149,23.3005836925633 42.6843740771499,23.3008110989204 42.6844100705568,23.3012639909439 42.6827814473111,23.3013307205069 42.6825675381908,23.301063783035 42.6824686032876,23.3011883263096 42.6822341093826,23.3006742713859 42.6821416324741,23.3001832554582 42.6819223820719,23.2998775584973 42.6822371571348,23.2980780844653 42.6841486505391,23.2988313933052 42.6845345199141)))","19","234602019",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.2991219526113 42.6790122536505,23.2994164134953 42.6794278665744,23.2994110701793 42.6794333203527,23.2996655883733 42.6798360522459,23.2998073719727 42.6800501108135,23.2992309751551 42.6807269264025,23.298951761844 42.6805918802608,23.2989183183955 42.6805766582393,23.2984405920501 42.6811169038769,23.3001832554582 42.6819223820719,23.3006742713859 42.6821416324741,23.3011883263096 42.6822341093826,23.3014205830489 42.6822794614241,23.3022879981963 42.6794985653652,23.3006412628536 42.6792232311116,23.3005979121794 42.6793691824017,23.3005341763694 42.6794972073233,23.3004971277848 42.6795554926656,23.3004462147202 42.6796583769098,23.3003045816258 42.6796268569801,23.3002211263199 42.6797966053347,23.2999141089722 42.6797346036027,23.2997602279111 42.6796998307374,23.2998230168721 42.6795547669666,23.2997427363883 42.6795286128069,23.2998181934802 42.6794327383061,23.2998792283149 42.6793515717892,23.3000001751016 42.6792179270833,23.3000756156522 42.6791193596559,23.3000618561229 42.6791163664612,23.2998009839538 42.6790365999968,23.2997553448672 42.6790830388067,23.299304874031 42.6789133822927,23.2991219526113 42.6790122536505)))","20","234602020",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.2978959211293 42.6787950241396,23.298296515238 42.6784084302936,23.2982729569778 42.6784106698985,23.2977459836281 42.6781661767888,23.296924691662 42.6779247020117,23.2965402890278 42.6783554245846,23.2972628553778 42.6787285215804,23.2974308815872 42.6785499641961,23.2978959211293 42.6787950241396)),((23.2984405920501 42.6811169038769,23.2989183159595 42.6805766581605,23.29895176428 42.6805918803396,23.299230970283 42.6807269262449,23.2998073744087 42.6800501108923,23.2996655908093 42.6798360523247,23.2994110640893 42.6794333201557,23.2994164183672 42.679427866732,23.2990461877904 42.6789053058134,23.2973264259206 42.680611818473,23.297333904719 42.6806157720237,23.2975222575683 42.6807010655726,23.2981657752511 42.680992458995,23.2984405920501 42.6811169038769)))","21","234602021",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.2952085261686 42.6829602859197,23.2952801064948 42.6831482344413,23.2954841806018 42.6836840450225,23.2959253756569 42.6836145451292,23.2959319842978 42.6839778250045,23.2960769538092 42.6840290467424,23.2962311139756 42.6841488246943,23.2967090365366 42.6844208479263,23.2972581019797 42.6838918953358,23.2979732999703 42.6842596757124,23.2980780856834 42.6841486505785,23.2998775597153 42.6822371571742,23.3001832566762 42.6819223821113,23.2984405920501 42.6811169038769,23.2981657752511 42.680992458995,23.2975222575683 42.6807010655726,23.297333904719 42.6806157720237,23.2973264259206 42.680611818473,23.2964806637489 42.6801646592288,23.2962840988654 42.680509180389,23.2960715488477 42.6807178949694,23.2959402628067 42.6808414213261,23.2964157545614 42.6811657219924,23.2961766020611 42.6813792389889,23.2961293356329 42.681533469678,23.2961243278404 42.6815737546402,23.2961093090828 42.6816945925662,23.2961408085147 42.6821314771282,23.296116743748 42.6822456112583,23.2952085261686 42.6829602859197),(23.2963847437763 42.6834338042873,23.2962665545573 42.6830643248119,23.2967752455773 42.682969490589,23.2975412690247 42.6833717523166,23.2970628699319 42.6837817579554,23.2963847437763 42.6834338042873)))","22","234602022",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.2894651076416 42.6797245604331,23.288338975044 42.6790904910353,23.2879624936464 42.679453265326,23.2876878908102 42.679717871733,23.2890431844813 42.6804964453034,23.2892906312537 42.6806462845132,23.2895527695014 42.6803989223842,23.2890686120478 42.6801010641189,23.2894651076416 42.6797245604331)),((23.2920035495905 42.6822830204384,23.292335000874 42.6819490665676,23.2924998124279 42.6819854462823,23.2930316002916 42.6814761735036,23.2930282001077 42.6814746397751,23.2932053099163 42.6813007393057,23.2932329148444 42.681272588567,23.2925383546694 42.6808918379646,23.2918382402118 42.6815509511393,23.291120208001 42.6811224236025,23.290113052202 42.6805755003678,23.2897584617311 42.6809202404726,23.2893768353366 42.680698478885,23.2891579747362 42.6809136153194,23.2896095277973 42.6811626095558,23.2896390812745 42.6811225916341,23.2898153250767 42.6809544156668,23.289934445617 42.6810152955741,23.2898464641594 42.6811041779441,23.2897601447192 42.6811902724737,23.2897282416017 42.6812280658492,23.2905246173948 42.68166720041,23.2918596232704 42.6823927360452,23.2919366212695 42.6823071985524,23.2920035495905 42.6822830204384)),((23.2971233236182 42.6851602625041,23.2979732999703 42.6842596757124,23.2972581031978 42.6838918953753,23.2967090353185 42.6844208478869,23.2971371186312 42.6846473052308,23.2969688000166 42.68481957038,23.2959374606879 42.6842789177384,23.2959319842978 42.6839778250045,23.2959253744389 42.6836145450897,23.295484183038 42.6836840451014,23.2952801064948 42.6831482344413,23.2948987933235 42.6832592469674,23.2956719351477 42.684144091594,23.2954110429545 42.684261223984,23.296520021007 42.6848446476419,23.2971233236182 42.6851602625041)))","23","234602023",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.2962840939934 42.6805091802313,23.2964412487405 42.6802337309033,23.2961832034021 42.6800850181033,23.2961181477773 42.6800566864565,23.2966279464432 42.6795542335495,23.2959163150266 42.6791577663282,23.2956186392716 42.6794387607245,23.2950050001506 42.6790909937599,23.2948626123205 42.6792124413543,23.2946101763666 42.6790510093049,23.2945587319304 42.679024045992,23.2942545520563 42.6793131071417,23.295107202026 42.6798175033299,23.2948135961235 42.6800553286855,23.2943416608725 42.6797876541575,23.2943222052798 42.6797766161093,23.293989034421 42.6801090931034,23.2936267947678 42.6798965807265,23.2928391013318 42.6806122793894,23.2935217017214 42.6809881143048,23.2936444755395 42.6810562210321,23.2937140029685 42.6811034075955,23.2934852460088 42.6813309337729,23.2940272346911 42.6814562394453,23.2939490859647 42.6817096756751,23.2940491472569 42.6817525514965,23.2950153613347 42.6811766890632,23.2952169709799 42.6810494924218,23.2952359025347 42.6810467227384,23.2955823272276 42.6809959967086,23.2957358784984 42.6809710883624,23.2958370624959 42.6809297084204,23.29590778456 42.6808719828822,23.2959402591527 42.6808414212078,23.2960715525018 42.6807178950877,23.2962840939934 42.6805091802313)))","24","234602024",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.2956427775644 42.6779361432333,23.2956135384941 42.6780316532335,23.2955159239772 42.6781392924113,23.2949588990184 42.6786298453483,23.2959163150266 42.6791577663282,23.2966279464432 42.6795542335495,23.2961181477773 42.6800566864565,23.2961832034021 42.6800850181033,23.2964412487405 42.6802337309033,23.2964806600949 42.6801646591105,23.2971432204743 42.6795316061458,23.2979058686572 42.6788002676949,23.2978959235653 42.6787950242185,23.2974308876771 42.6785499643932,23.2972628602497 42.6787285217381,23.2965402914637 42.6783554246635,23.2969246928799 42.6779247020511,23.2964939731267 42.6778448581766,23.2962454194478 42.6778481631031,23.2960933089629 42.6778584395251,23.2960490816181 42.6778614338611,23.2958458745342 42.6779036144713,23.2957818627339 42.6779138655105,23.2956427775644 42.6779361432333)))","25","234602025",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.2944083792178 42.6760563223771,23.2934582938335 42.6753622287587,23.2931805764876 42.6755912061075,23.2931622706687 42.6755791012258,23.2928556921463 42.6758086299923,23.2928528336946 42.6758107721639,23.2931033506927 42.6759807636546,23.2931425647574 42.6760814995055,23.2930541857697 42.676148150468,23.2933179907424 42.6763445127856,23.2932196271916 42.6764184640728,23.2935507689931 42.6766713734363,23.2936760584212 42.6765815233212,23.2944083792178 42.6760563223771)),((23.2923573070917 42.6777839125132,23.292177584178 42.6776484621188,23.2919590592107 42.6778085128819,23.2921365622902 42.6779422016038,23.2923573070917 42.6777839125132)),((23.292594093935 42.6783137501314,23.2922483143258 42.6780290627568,23.2919287439476 42.6782341854829,23.2918572294885 42.6781708476888,23.2916649409084 42.6780048859043,23.2913632856669 42.6782169086553,23.2911887885696 42.67833955084,23.2909984389373 42.6784751623193,23.2914395887339 42.6789318272227,23.2920799348173 42.6787915165575,23.2919338100045 42.6786726256062,23.2922142730127 42.6785348317758,23.2923084031357 42.6784999478316,23.292594093935 42.6783137501314)),((23.2931399223523 42.6792382617313,23.2925978227394 42.6789363212233,23.2920186099604 42.6794347807642,23.2925880048909 42.6797533882711,23.2927149239776 42.6796349231963,23.2931399223523 42.6792382617313)),((23.293989034421 42.6801090931034,23.2943222052798 42.6797766161093,23.2943416608725 42.6797876541575,23.2948135961235 42.6800553286855,23.295107195936 42.6798175031327,23.2942545520563 42.6793131071417,23.2945587319304 42.679024045992,23.2946101763666 42.6790510093049,23.2948626123205 42.6792124413543,23.2950050001506 42.6790909937599,23.2956186392716 42.6794387607245,23.2959163150266 42.6791577663282,23.2949588990184 42.6786298453483,23.2955159239772 42.6781392924113,23.2956135384941 42.6780316532335,23.2956427775644 42.6779361432333,23.2954001209364 42.6779973856987,23.2951257705246 42.6780629891849,23.2949279839853 42.6781102977423,23.2942664900803 42.6782819623215,23.2943264733215 42.6783849534965,23.2944398959295 42.6785661796163,23.2942465619162 42.6787256569647,23.2939951419017 42.6785869737088,23.2937350286168 42.678414287155,23.2933706093546 42.6785006388863,23.2929189593194 42.6786076604563,23.2933810648634 42.6790168019438,23.2932455576968 42.6791396679973,23.293991196181 42.6795462801145,23.2936267947678 42.6798965807265,23.293989034421 42.6801090931034)),((23.2924823802002 42.6801942788809,23.292260656552 42.6800661958385,23.2921080077621 42.6802013734782,23.2923333793761 42.6803260508703,23.2924823802002 42.6801942788809)))","26","234602026",2023/04/02,Парламентарни избори в България (април 2023)
"MULTIPOLYGON (((23.2902925195506 42.6761520842758,23.290532410986 42.6759890171701,23.2906470279521 42.6760768542774,23.2908451306212 42.6759382046259,23.2905863116055 42.6757560167281,23.2905176122524 42.6757077449323,23.2901557053686 42.6759439891111,23.290191726965 42.6759789693528,23.2901276753133 42.6760210056473,23.2902925195506 42.6761520842758)),((23.2936080811139 42.6782114301798,23.2938151761021 42.6780517946798,23.2938679839882 42.6780146729147,23.2937551346313 42.677934258002,23.293352303808 42.6776472149554,23.2931653950735 42.6775140219824,23.2929103820051 42.6777043613594,23.2934947691805 42.678132041792,23.2934950071668 42.6781318568165,23.2936080811139 42.6782114301798)),((23.2916188004115 42.6806579513228,23.2921080114161 42.6802013735966,23.292260656552 42.6800661958385,23.2925575688459 42.6797817910573,23.2925880024549 42.6797533881922,23.2920186148323 42.6794347809221,23.2925978227394 42.6789363212233,23.2931399211343 42.6792382616918,23.2932455576968 42.6791396679973,23.2933810648634 42.6790168019438,23.2929189593194 42.6786076604563,23.2926941888158 42.6785334183087,23.292417384178 42.6785927265106,23.2923062391802 42.6785007528863,23.2922142730127 42.6785348317758,23.2919338100045 42.6786726256062,23.2920799348173 42.6787915165575,23.2914395887339 42.6789318272227,23.2909984389373 42.6784751623193,23.2907799049854 42.678598423528,23.290451282796 42.6788545194157,23.2902884836298 42.6790237474364,23.2895235146773 42.6798189509069,23.2900047188689 42.6800931730782,23.2898525387595 42.6802436490465,23.2905585052509 42.6806346416176,23.2907115115921 42.6804959336832,23.2913826353198 42.680878359403,23.2916188004115 42.6806579513228)))","27","234602027",2023/04/02,Парламентарни избори в България (април 2023)
