WKT,fid,№,Идент. на локация,Адрес,Х,Y,Номер на секция,Дата на избора,Избори
"POINT (23.0878631995363 42.7153706016542)","1","1",2.4.2023 г._1,"Салона в кметството, с.Клисура, УЛ.БАЛКАНСКА № 5",179640.1295,4736633.224,"254624012",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.1605612995063 42.713509900275)","2","2",2.4.2023 г._10,"“Агротранс”/ Бивша “Бреста”/, гр.Банкя, УЛ.ВАРНА № 4",185584.5983,4736152.94,"254624001",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3083541026905 42.7387704635631)","3","3",2.4.2023 г._100,"141 ОУ, гр. София, гр.София, ж.к. СВОБОДА, УЛ.НАРОДНИ БУДИТЕЛИ",197811.6866,4738418.014,"254613061",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3083541026905 42.7387704635631)","4","4",2.4.2023 г._100,"141 ОУ, гр.София, ж.к. СВОБОДА, УЛ.НАРОДНИ БУДИТЕЛИ",197811.6866,4738418.014,"254613062",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3083541026905 42.7387704635631)","5","5",2.4.2023 г._100,"141 ОУ, гр.София, ж.к. СВОБОДА, УЛ.НАРОДНИ БУДИТЕЛИ",197811.6866,4738418.014,"254613063",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3083541026905 42.7387704635631)","6","6",2.4.2023 г._100,"141 ОУ, гр.София, ж.к. СВОБОДА, УЛ.НАРОДНИ БУДИТЕЛИ",197811.6866,4738418.014,"254613064",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3083541026905 42.7387704635631)","7","7",2.4.2023 г._100,"141 ОУ, гр.София, ж.к. СВОБОДА, УЛ.НАРОДНИ БУДИТЕЛИ",197811.6866,4738418.014,"254613065",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3083541026905 42.7387704635631)","8","8",2.4.2023 г._100,"141 ОУ, гр.София, ж.к. СВОБОДА, УЛ.НАРОДНИ БУДИТЕЛИ",197811.6866,4738418.014,"254613066",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3083541026905 42.7387704635631)","9","9",2.4.2023 г._100,"141 ОУ, гр.София, ж.к. СВОБОДА, УЛ.НАРОДНИ БУДИТЕЛИ",197811.6866,4738418.014,"254613067",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","10","10",2.4.2023 г._101,"14-то СОУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605010",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","11","11",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605011",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","12","12",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605012",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","13","13",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605013",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","14","14",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605014",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","15","15",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605015",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","16","16",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605016",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","17","17",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605017",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","18","18",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605018",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","19","19",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605019",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","20","20",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605020",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","21","21",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605021",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","22","22",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605022",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","23","23",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605023",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111735006502 42.7097779919494)","24","24",2.4.2023 г._101,"14-то СУ „Проф. д-р Асен Златаров”, гр.София, УЛ.ГЕН.ИВАН ЧЕРНАЕВ № 8",197901.6528,4735187.966,"244605024",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3138980006405 42.6807789961546)","25","25",2.4.2023 г._103,"ТЪРГОВСКО – БАНКОВА ГИМНАЗИЯ, гр.София, БУЛ.ВИТОША № 91",197984.1046,4731957.552,"234610031",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3138980006405 42.6807789961546)","26","26",2.4.2023 г._103,"ТЪРГОВСКО – БАНКОВА ГИМНАЗИЯ, гр.София, БУЛ.ВИТОША № 91",197984.1046,4731957.552,"234610032",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3138980006405 42.6807789961546)","27","27",2.4.2023 г._103,"ТЪРГОВСКО – БАНКОВА ГИМНАЗИЯ, гр.София, БУЛ.ВИТОША № 91",197984.1046,4731957.552,"234610033",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3138980006405 42.6807789961546)","28","28",2.4.2023 г._103,"ТЪРГОВСКО – БАНКОВА ГИМНАЗИЯ, гр.София, БУЛ.ВИТОША № 91",197984.1046,4731957.552,"234610036",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3138980006405 42.6807789961546)","29","29",2.4.2023 г._103,"ТЪРГОВСКО – БАНКОВА ГИМНАЗИЯ, гр.София, БУЛ.ВИТОША № 91",197984.1046,4731957.552,"234610037",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3138980006405 42.6807789961546)","30","30",2.4.2023 г._103,"ТЪРГОВСКО – БАНКОВА ГИМНАЗИЯ, гр.София, БУЛ.ВИТОША № 91",197984.1046,4731957.552,"234610102",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111804412054 42.7364265818253)","31","31",2.4.2023 г._104,"153 Спортно училище ""Неофит Рилски"", гр.София, ж.к. СВОБОДА, УЛ.НАРОДНИ БУДИТЕЛИ № 2",198031.679,4738147.571,"254613057",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111804412054 42.7364265818253)","32","32",2.4.2023 г._104,"153 Спортно училище ""Неофит Рилски"", гр.София, ж.к. СВОБОДА, УЛ.НАРОДНИ БУДИТЕЛИ № 2",198031.679,4738147.571,"254613058",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111804412054 42.7364265818253)","33","33",2.4.2023 г._104,"153 Спортно училище ""Неофит Рилски"", гр.София, ж.к. СВОБОДА, УЛ.НАРОДНИ БУДИТЕЛИ № 2",198031.679,4738147.571,"254613059",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3111804412054 42.7364265818253)","34","34",2.4.2023 г._104,"153 Спортно училище ""Неофит Рилски"", гр.София, ж.к. СВОБОДА, УЛ.НАРОДНИ БУДИТЕЛИ № 2",198031.679,4738147.571,"254613060",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.311695411413 42.728430017191)","35","35",2.4.2023 г._105,"54 СОУ ""Свети Иван Рилски"", гр.София, ж.к. ЛЕВ ТОЛСТОЙ, УЛ.ЙОРДАН ХАДЖИКОНСТАНТИНОВ № 38",198034.9909,4737257.616,"254613048",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.311695411413 42.728430017191)","36","36",2.4.2023 г._105,"54 СОУ ""Свети Иван Рилски"", гр.София, ж.к. ЛЕВ ТОЛСТОЙ, УЛ.ЙОРДАН ХАДЖИКОНСТАНТИНОВ № 38",198034.9909,4737257.616,"254613049",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.311695411413 42.728430017191)","37","37",2.4.2023 г._105,"54 СОУ ""Свети Иван Рилски"", гр.София, ж.к. ЛЕВ ТОЛСТОЙ, УЛ.ЙОРДАН ХАДЖИКОНСТАНТИНОВ № 38",198034.9909,4737257.616,"254613050",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.311695411413 42.728430017191)","38","38",2.4.2023 г._105,"54 СОУ ""Свети Иван Рилски"", гр.София, ж.к. ЛЕВ ТОЛСТОЙ, УЛ.ЙОРДАН ХАДЖИКОНСТАНТИНОВ № 38",198034.9909,4737257.616,"254613051",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.311695411413 42.728430017191)","39","39",2.4.2023 г._105,"54 СОУ ""Свети Иван Рилски"", гр.София, ж.к. ЛЕВ ТОЛСТОЙ, УЛ.ЙОРДАН ХАДЖИКОНСТАНТИНОВ № 38",198034.9909,4737257.616,"254613052",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.311695411413 42.728430017191)","40","40",2.4.2023 г._105,"54 СОУ ""Свети Иван Рилски"", гр.София, ж.к. ЛЕВ ТОЛСТОЙ, УЛ.ЙОРДАН ХАДЖИКОНСТАНТИНОВ № 38",198034.9909,4737257.616,"254613053",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.311695411413 42.728430017191)","41","41",2.4.2023 г._105,"54 СОУ ""Свети Иван Рилски"", гр.София, ж.к. ЛЕВ ТОЛСТОЙ, УЛ.ЙОРДАН ХАДЖИКОНСТАНТИНОВ № 38",198034.9909,4737257.616,"254613054",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.311695411413 42.728430017191)","42","42",2.4.2023 г._105,"54 СОУ ""Свети Иван Рилски"", гр.София, ж.к. ЛЕВ ТОЛСТОЙ, УЛ.ЙОРДАН ХАДЖИКОНСТАНТИНОВ № 38",198034.9909,4737257.616,"254613055",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.311695411413 42.728430017191)","43","43",2.4.2023 г._105,"54 СОУ ""Свети Иван Рилски"", гр.София, ж.к. ЛЕВ ТОЛСТОЙ, УЛ.ЙОРДАН ХАДЖИКОНСТАНТИНОВ № 38",198034.9909,4737257.616,"254613056",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3157499996664 42.6628979953502)","44","44",2.4.2023 г._106,"Център за специална образователна подкрепа ""Лозенец"", гр.София, УЛ.РУСАЛИЙСКИ ПРОХОД № 12",198049.1901,4729965.048,"234609055",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3157499996664 42.6628979953502)","45","45",2.4.2023 г._106,"Център за специална образователна подкрепа ""Лозенец"", гр.София, УЛ.РУСАЛИЙСКИ ПРОХОД № 12",198049.1901,4729965.048,"234609056",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3157499996664 42.6628979953502)","46","46",2.4.2023 г._106,"Център за специална образователна подкрепа ""Лозенец"", гр.София, УЛ.РУСАЛИЙСКИ ПРОХОД № 12",198049.1901,4729965.048,"234609057",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3157499996664 42.6628979953502)","47","47",2.4.2023 г._106,"Център за специална образователна подкрепа ""Лозенец"", гр.София, УЛ.РУСАЛИЙСКИ ПРОХОД № 12",198049.1901,4729965.048,"234609058",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3157499996664 42.6628979953502)","48","48",2.4.2023 г._106,"Център за специална образователна подкрепа ""Лозенец"", гр.София, УЛ.РУСАЛИЙСКИ ПРОХОД № 12",198049.1901,4729965.048,"234609059",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3192511095965 42.6543264554267)","49","49",2.4.2023 г._106,"ДГ 175 сграда 2, гр.София, УЛ.БОРИС РУМЕНОВ (482-РА) № 18",198294.6659,4729000.571,"234609060",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3157499996664 42.6628979953502)","50","50",2.4.2023 г._106,"Център за специална образователна подкрепа ""Лозенец"", гр.София, УЛ.РУСАЛИЙСКИ ПРОХОД № 12",198049.1901,4729965.048,"234609072",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3157499996664 42.6628979953502)","51","51",2.4.2023 г._106,"Център за специална образователна подкрепа ""Лозенец"", гр.София, УЛ.РУСАЛИЙСКИ ПРОХОД № 12",198049.1901,4729965.048,"234609073",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3192458575916 42.6543334266974)","52","52",2.4.2023 г._106,"ДГ 175 сграда 2, гр.София, УЛ.БОРИС РУМЕНОВ (482-РА) № 18",198294.2691,4729001.364,"234609074",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3145580779684 42.6847234987324)","53","53",2.4.2023 г._107,"22 СЕУ “Г.С.РАКОВСКИ”, гр.София, БУЛ.ВИТОША № 134",198057.3232,4732393.27,"234610020",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3145580779684 42.6847234987324)","54","54",2.4.2023 г._107,"22 СЕУ “Г.С.РАКОВСКИ”, гр.София, БУЛ.ВИТОША № 134",198057.3232,4732393.27,"234610021",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3145580779684 42.6847234987324)","55","55",2.4.2023 г._107,"22 СЕУ “Г.С.РАКОВСКИ”, гр.София, БУЛ.ВИТОША № 134",198057.3232,4732393.27,"234610022",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3145580779684 42.6847234987324)","56","56",2.4.2023 г._107,"22 СЕУ “Г.С.РАКОВСКИ”, гр.София, БУЛ.ВИТОША № 134",198057.3232,4732393.27,"234610023",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3145580779684 42.6847234987324)","57","57",2.4.2023 г._107,"22 СЕУ “Г.С.РАКОВСКИ”, гр.София, БУЛ.ВИТОША № 134",198057.3232,4732393.27,"234610024",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3145580779684 42.6847234987324)","58","58",2.4.2023 г._107,"22 СЕУ “Г.С.РАКОВСКИ”, гр.София, БУЛ.ВИТОША № 134",198057.3232,4732393.27,"234610025",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3145580779684 42.6847234987324)","59","59",2.4.2023 г._107,"22 СЕУ “Г.С.РАКОВСКИ”, гр.София, БУЛ.ВИТОША № 134",198057.3232,4732393.27,"234610026",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3145580779684 42.6847234987324)","60","60",2.4.2023 г._107,"22 СЕУ “Г.С.РАКОВСКИ”, гр.София, БУЛ.ВИТОША № 134",198057.3232,4732393.27,"234610027",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.312811001049 42.7150719955112)","61","61",2.4.2023 г._108,"Учебен център на БДЖ, гр.София, БУЛ.КНЯГИНЯ МАРИЯ ЛУИЗА № 120 А",198061.4731,4735770.061,"244605034",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.315789029684 42.6692268006834)","62","62",2.4.2023 г._109,"21 СУ „Христо Ботев”, гр.София, УЛ.ЛЮБОТРЪН № 1",198083.0625,4730667.79,"234609035",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.315789029684 42.6692268006834)","63","63",2.4.2023 г._109,"21 СУ „Христо Ботев”, гр.София, УЛ.ЛЮБОТРЪН № 1",198083.0625,4730667.79,"234609036",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.315789029684 42.6692268006834)","64","64",2.4.2023 г._109,"21 СУ „Христо Ботев”, гр.София, УЛ.ЛЮБОТРЪН № 1",198083.0625,4730667.79,"234609037",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.315789029684 42.6692268006834)","65","65",2.4.2023 г._109,"21 СУ „Христо Ботев”, гр.София, УЛ.ЛЮБОТРЪН № 1",198083.0625,4730667.79,"234609038",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.315789029684 42.6692268006834)","66","66",2.4.2023 г._109,"21 СУ „Христо Ботев”, гр.София, УЛ.ЛЮБОТРЪН № 1",198083.0625,4730667.79,"234609049",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.315789029684 42.6692268006834)","67","67",2.4.2023 г._109,"21 СУ „Христо Ботев”, гр.София, УЛ.ЛЮБОТРЪН № 1",198083.0625,4730667.79,"234609050",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.315789029684 42.6692268006834)","68","68",2.4.2023 г._109,"21 СУ „Христо Ботев”, гр.София, УЛ.ЛЮБОТРЪН № 1",198083.0625,4730667.79,"234609069",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.315789029684 42.6692268006834)","69","69",2.4.2023 г._109,"21 СУ „Христо Ботев”, гр.София, УЛ.ЛЮБОТРЪН № 1",198083.0625,4730667.79,"234609048",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.315789029684 42.6692268006834)","70","70",2.4.2023 г._109,"21 СУ „Христо Ботев”, гр.София, УЛ.ЛЮБОТРЪН № 1",198083.0625,4730667.79,"234609054",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.1751336113406 42.6036702500852)","71","71",2.4.2023 г._11,"152 ОУ ""Св.Св. Кирил и Методий"", с.Мърчаево, УЛ.ЦАР СИМЕОН I № 62",186225.4199,4723899.691,"234617014",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.1751336113406 42.6036702500852)","72","72",2.4.2023 г._11,"152 ОУ ""Св.Св. Кирил и Методий"", с.Мърчаево, УЛ.ЦАР СИМЕОН I № 62",186225.4199,4723899.691,"234617015",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3149146891161 42.69939373171)","73","73",2.4.2023 г._110,"32 СУ ""св. Климент Охридски"", гр.София, БУЛ.ХРИСТО БОТЕВ № 63",198157.6961,4734021.285,"244603004",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3149146891161 42.69939373171)","74","74",2.4.2023 г._110,"32 СУ ""св. Климент Охридски"", гр.София, БУЛ.ХРИСТО БОТЕВ № 63",198157.6961,4734021.285,"244603008",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3149146891161 42.69939373171)","75","75",2.4.2023 г._110,"32 СУ ""св. Климент Охридски"", гр.София, БУЛ.ХРИСТО БОТЕВ № 63",198157.6961,4734021.285,"244603012",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3149146891161 42.69939373171)","76","76",2.4.2023 г._110,"32 СУ ""св. Климент Охридски"", гр.София, БУЛ.ХРИСТО БОТЕВ № 63",198157.6961,4734021.285,"244603013",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3149146891161 42.69939373171)","77","77",2.4.2023 г._110,"32 СУ ""св. Климент Охридски"", гр.София, БУЛ.ХРИСТО БОТЕВ № 63",198157.6961,4734021.285,"244603014",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3163488310061 42.6758624210433)","78","78",2.4.2023 г._111,"139 ОУ „Захарий Круша”, гр.София, УЛ.ДИМИТЪР ХАДЖИКОЦЕВ № 44",198161.1021,4731402.745,"234609026",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3163488310061 42.6758624210433)","79","79",2.4.2023 г._111,"139 ОУ „Захарий Круша”, гр.София, УЛ.ДИМИТЪР ХАДЖИКОЦЕВ № 44",198161.1021,4731402.745,"234609027",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3163488310061 42.6758624210433)","80","80",2.4.2023 г._111,"139 ОУ „Захарий Круша”, гр.София, УЛ.ДИМИТЪР ХАДЖИКОЦЕВ № 44",198161.1021,4731402.745,"234609028",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3163488310061 42.6758624210433)","81","81",2.4.2023 г._111,"139 ОУ „Захарий Круша”, гр.София, УЛ.ДИМИТЪР ХАДЖИКОЦЕВ № 44",198161.1021,4731402.745,"234609029",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3163488310061 42.6758624210433)","82","82",2.4.2023 г._111,"139 ОУ „Захарий Круша”, гр.София, УЛ.ДИМИТЪР ХАДЖИКОЦЕВ № 44",198161.1021,4731402.745,"234609030",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3163488310061 42.6758624210433)","83","83",2.4.2023 г._111,"139 ОУ „Захарий Круша”, гр.София, УЛ.ДИМИТЪР ХАДЖИКОЦЕВ № 44",198161.1021,4731402.745,"234609031",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3163488310061 42.6758624210433)","84","84",2.4.2023 г._111,"139 ОУ „Захарий Круша”, гр.София, УЛ.ДИМИТЪР ХАДЖИКОЦЕВ № 44",198161.1021,4731402.745,"234609032",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3163488310061 42.6758624210433)","85","85",2.4.2023 г._111,"139 ОУ „Захарий Круша”, гр.София, УЛ.ДИМИТЪР ХАДЖИКОЦЕВ № 44",198161.1021,4731402.745,"234609067",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3163488310061 42.6758624210433)","86","86",2.4.2023 г._111,"139 ОУ „Захарий Круша”, гр.София, УЛ.ДИМИТЪР ХАДЖИКОЦЕВ № 44",198161.1021,4731402.745,"234609068",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3163488310061 42.6758624210433)","87","87",2.4.2023 г._111,"139 ОУ „Захарий Круша”, гр.София, УЛ.ДИМИТЪР ХАДЖИКОЦЕВ № 44",198161.1021,4731402.745,"234609079",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3160117441677 42.6885723894603)","88","88",2.4.2023 г._112,"20 ОУ “ ТОДОР МИНКОВ”, гр.София, УЛ.КНЯЗ БОРИС I № 27",198195.0935,4732815.531,"234610013",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3160117441677 42.6885723894603)","89","89",2.4.2023 г._112,"20 ОУ “ ТОДОР МИНКОВ”, гр.София, УЛ.КНЯЗ БОРИС I № 27",198195.0935,4732815.531,"234610014",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3160117441677 42.6885723894603)","90","90",2.4.2023 г._112,"20 ОУ “ ТОДОР МИНКОВ”, гр.София, УЛ.КНЯЗ БОРИС I № 27",198195.0935,4732815.531,"234610015",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3160117441677 42.6885723894603)","91","91",2.4.2023 г._112,"20 ОУ “ ТОДОР МИНКОВ”, гр.София, УЛ.КНЯЗ БОРИС I № 27",198195.0935,4732815.531,"234610016",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3160117441677 42.6885723894603)","92","92",2.4.2023 г._112,"20 ОУ “ ТОДОР МИНКОВ”, гр.София, УЛ.КНЯЗ БОРИС I № 27",198195.0935,4732815.531,"234610017",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3160117441677 42.6885723894603)","93","93",2.4.2023 г._112,"20 ОУ “ ТОДОР МИНКОВ”, гр.София, УЛ.КНЯЗ БОРИС I № 27",198195.0935,4732815.531,"234610018",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3160117441677 42.6885723894603)","94","94",2.4.2023 г._112,"20 ОУ “ ТОДОР МИНКОВ”, гр.София, УЛ.КНЯЗ БОРИС I № 27",198195.0935,4732815.531,"234610019",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3167332038234 42.6926975669596)","95","95",2.4.2023 г._113,"41 ОУ ”СВ. ПАТРИАРХ ЕВТИМИЙ”, гр.София, УЛ.ЦАР САМУИЛ № 24",198274.2019,4733271.097,"234610001",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3167332038234 42.6926975669596)","96","96",2.4.2023 г._113,"41 ОУ ”СВ. ПАТРИАРХ ЕВТИМИЙ”, гр.София, УЛ.ЦАР САМУИЛ № 24",198274.2019,4733271.097,"234610002",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3167332038234 42.6926975669596)","97","97",2.4.2023 г._113,"41 ОУ ”СВ. ПАТРИАРХ ЕВТИМИЙ”, гр.София, УЛ.ЦАР САМУИЛ № 24",198274.2019,4733271.097,"234610003",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3167332038234 42.6926975669596)","98","98",2.4.2023 г._113,"41 ОУ ”СВ. ПАТРИАРХ ЕВТИМИЙ”, гр.София, УЛ.ЦАР САМУИЛ № 24",198274.2019,4733271.097,"234610004",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3167332038234 42.6926975669596)","99","99",2.4.2023 г._113,"41 ОУ ”СВ. ПАТРИАРХ ЕВТИМИЙ"", гр.София, УЛ.ЦАР САМУИЛ № 24",198274.2019,4733271.097,"234610005",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3167332038234 42.6926975669596)","100","100",2.4.2023 г._113,"41 ОУ ”СВ. ПАТРИАРХ ЕВТИМИЙ”, гр.София, УЛ.ЦАР САМУИЛ № 24",198274.2019,4733271.097,"234610006",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3167332038234 42.6926975669596)","101","101",2.4.2023 г._113,"41 ОУ ”СВ. ПАТРИАРХ ЕВТИМИЙ”, гр.София, УЛ.ЦАР САМУИЛ № 24",198274.2019,4733271.097,"234610007",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3167332038234 42.6926975669596)","102","102",2.4.2023 г._113,"41 ОУ ”СВ. ПАТРИАРХ ЕВТИМИЙ”, гр.София, УЛ.ЦАР САМУИЛ № 24",198274.2019,4733271.097,"234610008",2023/04/02,Парламентарни избори в България (април 2023)
"POINT (23.3167332038234 42.6926975669596)","103","103",2.4.2023 г._113,"41 ОУ ”СВ. ПАТРИАРХ ЕВТИМИЙ”, гр.София, УЛ.ЦАР САМУИЛ № 24",198274.2019,4733271.097,"234610009",2023/04/02,Парламентарни избори в България (април 2023)
